DATE,DEXMXUS
2016-02-18,18.1705
2016-02-19,18.2720
2016-02-22,18.0190
2016-02-23,18.2000
2016-02-24,18.2270
2016-02-25,18.1305
2016-02-26,18.1850
2016-02-29,18.0675
2016-03-01,17.9000
2016-03-02,17.8415
2016-03-03,17.9015
2016-03-04,17.7575
2016-03-07,17.7370
2016-03-08,17.9210
2016-03-09,17.7045
2016-03-10,17.8955
2016-03-11,17.6905
2016-03-14,17.7770
2016-03-15,17.9245
2016-03-16,17.9405
2016-03-17,17.3920
2016-03-18,17.2950
2016-03-21,17.3900
2016-03-22,17.3300
2016-03-23,17.5200
2016-03-24,17.6260
2016-03-25,17.5425
2016-03-28,17.4535
2016-03-29,17.4885
2016-03-30,17.2550
2016-03-31,17.2140
2016-04-01,17.3205
2016-04-04,17.4575
2016-04-05,17.7480
2016-04-06,17.6655
2016-04-07,17.9125
2016-04-08,17.7600
2016-04-11,17.6385
2016-04-12,17.5155
2016-04-13,17.4905
2016-04-14,17.3670
2016-04-15,17.5580
2016-04-18,17.4515
2016-04-19,17.2935
2016-04-20,17.2590
2016-04-21,17.4150
2016-04-22,17.4440
2016-04-25,17.6010
2016-04-26,17.3860
2016-04-27,17.3790
2016-04-28,17.2175
2016-04-29,17.1900
2016-05-02,17.2425
2016-05-03,17.5415
2016-05-04,17.7050
2016-05-05,17.7850
2016-05-06,17.9155
2016-05-09,18.1325
2016-05-10,18.0095
2016-05-11,17.9265
2016-05-12,18.0345
2016-05-13,18.1470
2016-05-16,18.2160
2016-05-17,18.2850
2016-05-18,18.3375
2016-05-19,18.5460
2016-05-20,18.3770
2016-05-23,18.4710
2016-05-24,18.4435
2016-05-25,18.4500
2016-05-26,18.4500
2016-05-27,18.4280
2016-05-30,.
2016-05-31,18.4130
2016-06-01,18.5475
2016-06-02,18.6320
2016-06-03,18.6120
2016-06-06,18.6140
2016-06-07,18.4360
2016-06-08,18.1250
2016-06-09,18.2885
2016-06-10,18.5260
2016-06-13,18.8145
2016-06-14,18.9785
2016-06-15,18.8630
2016-06-16,18.9875
2016-06-17,18.8615
2016-06-20,18.6660
2016-06-21,18.6550
2016-06-22,18.5300
2016-06-23,18.3010
2016-06-24,18.8545
2016-06-27,19.1520
2016-06-28,18.9100
2016-06-29,18.5355
2016-06-30,18.4935
2016-07-01,18.3930
2016-07-04,.
2016-07-05,18.7805
2016-07-06,18.7535
2016-07-07,18.8785
2016-07-08,18.5615
2016-07-11,18.4915
2016-07-12,18.2935
2016-07-13,18.4020
2016-07-14,18.3240
2016-07-15,18.5190
2016-07-18,18.4800
2016-07-19,18.5355
2016-07-20,18.5820
2016-07-21,18.6150
2016-07-22,18.6140
2016-07-25,18.7560
2016-07-26,18.7902
2016-07-27,18.8715
2016-07-28,18.9085
2016-07-29,18.7610
2016-08-01,18.8325
2016-08-02,18.9150
2016-08-03,18.9005
2016-08-04,18.8450
2016-08-05,18.8685
2016-08-08,18.5785
2016-08-09,18.3800
2016-08-10,18.3510
2016-08-11,18.2640
2016-08-12,18.2500
2016-08-15,18.0450
2016-08-16,17.9750
2016-08-17,18.2765
2016-08-18,18.0575
2016-08-19,18.2525
2016-08-22,18.3165
2016-08-23,18.3730
2016-08-24,18.4955
2016-08-25,18.4385
2016-08-26,18.2950
2016-08-29,18.5625
2016-08-30,18.7850
2016-08-31,18.8490
2016-09-01,18.8260
2016-09-02,18.6440
2016-09-05,.
2016-09-06,18.3385
2016-09-07,18.3505
2016-09-08,18.6100
2016-09-09,18.8395
2016-09-12,19.0705
2016-09-13,19.1651
2016-09-14,19.2075
2016-09-15,19.2425
2016-09-16,19.6645
2016-09-19,19.6205
2016-09-20,19.8485
2016-09-21,19.8425
2016-09-22,19.5550
2016-09-23,19.7360
2016-09-26,19.8605
2016-09-27,19.4650
2016-09-28,19.5120
2016-09-29,19.3825
2016-09-30,19.3355
2016-10-03,19.3350
2016-10-04,19.2360
2016-10-05,19.2455
2016-10-06,19.2320
2016-10-07,19.3325
2016-10-10,.
2016-10-11,18.9685
2016-10-12,18.9990
2016-10-13,19.0440
2016-10-14,19.0475
2016-10-17,18.8850
2016-10-18,18.6575
2016-10-19,18.5605
2016-10-20,18.5910
2016-10-21,18.6315
2016-10-24,18.5835
2016-10-25,18.4850
2016-10-26,18.6680
2016-10-27,18.8140
2016-10-28,18.7170
2016-10-31,18.7900
2016-11-01,19.1000
2016-11-02,19.3905
2016-11-03,19.2255
2016-11-04,19.1180
2016-11-07,18.6365
2016-11-08,18.4350
2016-11-09,19.7745
2016-11-10,20.4935
2016-11-11,.
2016-11-14,20.8415
2016-11-15,20.3450
2016-11-16,20.2720
2016-11-17,20.1845
2016-11-18,20.4250
2016-11-21,20.4880
2016-11-22,20.5125
2016-11-23,20.6530
2016-11-24,.
2016-11-25,20.6505
2016-11-28,20.5740
2016-11-29,20.5950
2016-11-30,20.4565
2016-12-01,20.7375
2016-12-02,20.6130
2016-12-05,20.5725
2016-12-06,20.3750
2016-12-07,20.3280
2016-12-08,20.3765
2016-12-09,20.3330
2016-12-12,20.2230
2016-12-13,20.2560
2016-12-14,20.2295
2016-12-15,20.6140
2016-12-16,20.4170
2016-12-19,20.4120
2016-12-20,20.4305
2016-12-21,20.5100
2016-12-22,20.7095
2016-12-23,20.6110
2016-12-26,.
2016-12-27,20.7085
2016-12-28,20.7350
2016-12-29,20.6755
2016-12-30,20.6170
2017-01-02,.
2017-01-03,20.9060
2017-01-04,21.3855
2017-01-05,21.3950
2017-01-06,21.2960
2017-01-09,21.3375
2017-01-10,21.6245
2017-01-11,21.8750
2017-01-12,21.7045
2017-01-13,21.5435
2017-01-16,.
2017-01-17,21.5825
2017-01-18,21.8510
2017-01-19,21.8910
2017-01-20,.
2017-01-23,21.4355
2017-01-24,21.3840
2017-01-25,21.3110
2017-01-26,21.2950
2017-01-27,21.0245
2017-01-30,20.7530
2017-01-31,20.8355
2017-02-01,20.8155
2017-02-02,20.6260
2017-02-03,20.3565
