DATE,DEXSFUS
2016-02-09,16.0532
2016-02-10,15.8555
2016-02-11,15.8200
2016-02-12,15.8250
2016-02-15,.
2016-02-16,15.7050
2016-02-17,15.4700
2016-02-18,15.3700
2016-02-19,15.4095
2016-02-22,15.1830
2016-02-23,15.2050
2016-02-24,15.6445
2016-02-25,15.5805
2016-02-26,16.1550
2016-02-29,15.7465
2016-03-01,15.5465
2016-03-02,15.6055
2016-03-03,15.5825
2016-03-04,15.3095
2016-03-07,15.2830
2016-03-08,15.3825
2016-03-09,15.1450
2016-03-10,15.3835
2016-03-11,15.2005
2016-03-14,15.5555
2016-03-15,15.9450
2016-03-16,16.1400
2016-03-17,15.1610
2016-03-18,15.2560
2016-03-21,15.1560
2016-03-22,15.2190
2016-03-23,15.3215
2016-03-24,15.5225
2016-03-25,15.4675
2016-03-28,15.5755
2016-03-29,15.3655
2016-03-30,14.8870
2016-03-31,14.7100
2016-04-01,14.7350
2016-04-04,14.6805
2016-04-05,15.0700
2016-04-06,15.1100
2016-04-07,15.1465
2016-04-08,14.9605
2016-04-11,14.7055
2016-04-12,14.6855
2016-04-13,14.5800
2016-04-14,14.5225
2016-04-15,14.5785
2016-04-18,14.4810
2016-04-19,14.2855
2016-04-20,14.2150
2016-04-21,14.2800
2016-04-22,14.4025
2016-04-25,14.5175
2016-04-26,14.3605
2016-04-27,14.5055
2016-04-28,14.2645
2016-04-29,14.2355
2016-05-02,14.3255
2016-05-03,14.6085
2016-05-04,14.9215
2016-05-05,14.9290
2016-05-06,14.8850
2016-05-09,15.1840
2016-05-10,15.1305
2016-05-11,15.0265
2016-05-12,15.0600
2016-05-13,15.3505
2016-05-16,15.6075
2016-05-17,15.5215
2016-05-18,15.7430
2016-05-19,15.8805
2016-05-20,15.6690
2016-05-23,15.7625
2016-05-24,15.6150
2016-05-25,15.6900
2016-05-26,15.5650
2016-05-27,15.6500
2016-05-30,.
2016-05-31,15.7150
2016-06-01,15.5975
2016-06-02,15.5910
2016-06-03,15.1010
2016-06-06,14.9605
2016-06-07,14.8760
2016-06-08,14.7125
2016-06-09,14.8345
2016-06-10,15.1055
2016-06-13,15.1535
2016-06-14,15.3035
2016-06-15,15.2525
2016-06-16,15.4485
2016-06-17,15.2170
2016-06-20,14.8215
2016-06-21,14.7555
2016-06-22,14.6300
2016-06-23,14.4260
2016-06-24,15.0000
2016-06-27,15.4900
2016-06-28,15.2180
2016-06-29,14.8310
2016-06-30,14.7755
2016-07-01,14.5755
2016-07-04,.
2016-07-05,14.7865
2016-07-06,14.7775
2016-07-07,14.7000
2016-07-08,14.5750
2016-07-11,14.4360
2016-07-12,14.3310
2016-07-13,14.4240
2016-07-14,14.2320
2016-07-15,14.3530
2016-07-18,14.2585
2016-07-19,14.3320
2016-07-20,14.3380
2016-07-21,14.2245
2016-07-22,14.3460
2016-07-25,14.3700
2016-07-26,14.3635
2016-07-27,14.3505
2016-07-28,14.1990
2016-07-29,13.8875
2016-08-01,13.9005
2016-08-02,14.0125
2016-08-03,13.9645
2016-08-04,13.6800
2016-08-05,13.7970
2016-08-08,13.6275
2016-08-09,13.4205
2016-08-10,13.3105
2016-08-11,13.3210
2016-08-12,13.5175
2016-08-15,13.3105
2016-08-16,13.3060
2016-08-17,13.4905
2016-08-18,13.3500
2016-08-19,13.5065
2016-08-22,13.5705
2016-08-23,13.8000
2016-08-24,14.1900
2016-08-25,14.2320
2016-08-26,14.1205
2016-08-29,14.3925
2016-08-30,14.4850
2016-08-31,14.6985
2016-09-01,14.6845
2016-09-02,14.4705
2016-09-05,.
2016-09-06,14.0630
2016-09-07,14.0500
2016-09-08,14.1130
2016-09-09,14.3910
2016-09-12,14.3900
2016-09-13,14.4735
2016-09-14,14.2550
2016-09-15,14.1875
2016-09-16,14.2265
2016-09-19,14.0050
2016-09-20,13.8550
2016-09-21,13.6800
2016-09-22,13.6075
2016-09-23,13.6900
2016-09-26,13.6750
2016-09-27,13.4800
2016-09-28,13.6825
2016-09-29,13.8550
2016-09-30,13.7200
2016-10-03,13.6450
2016-10-04,13.7300
2016-10-05,13.7150
2016-10-06,13.8550
2016-10-07,13.9325
2016-10-10,.
2016-10-11,14.3600
2016-10-12,14.2550
2016-10-13,14.2225
2016-10-14,14.2475
2016-10-17,14.1450
2016-10-18,13.8900
2016-10-19,13.8600
2016-10-20,13.9125
2016-10-21,14.0275
2016-10-24,13.9175
2016-10-25,13.7750
2016-10-26,13.8775
2016-10-27,13.8600
2016-10-28,13.8325
2016-10-31,13.4850
2016-11-01,13.5750
2016-11-02,13.5100
2016-11-03,13.4750
2016-11-04,13.6100
2016-11-07,13.3425
2016-11-08,13.2725
2016-11-09,13.4750
2016-11-10,14.0425
2016-11-11,.
2016-11-14,14.3700
2016-11-15,14.2000
2016-11-16,14.2950
2016-11-17,14.3050
2016-11-18,14.3800
2016-11-21,14.2675
2016-11-22,14.1325
2016-11-23,14.2025
2016-11-24,.
2016-11-25,14.1050
2016-11-28,13.7325
2016-11-29,13.8800
2016-11-30,14.0775
2016-12-01,14.0750
2016-12-02,13.8825
2016-12-05,13.7725
2016-12-06,13.5975
2016-12-07,13.5200
2016-12-08,13.6500
2016-12-09,13.7650
2016-12-12,13.6450
2016-12-13,13.6375
2016-12-14,13.6725
2016-12-15,14.1025
2016-12-16,14.0750
2016-12-19,14.0925
2016-12-20,14.0150
2016-12-21,13.9385
2016-12-22,14.0305
2016-12-23,14.0081
2016-12-26,.
2016-12-27,13.9325
2016-12-28,13.8575
2016-12-29,13.6225
2016-12-30,13.7000
2017-01-02,.
2017-01-03,13.7800
2017-01-04,13.6275
2017-01-05,13.5575
2017-01-06,13.7150
2017-01-09,13.6325
2017-01-10,13.6725
2017-01-11,13.8375
2017-01-12,13.4675
2017-01-13,13.4425
2017-01-16,.
2017-01-17,13.4950
2017-01-18,13.5050
2017-01-19,13.6000
2017-01-20,.
2017-01-23,13.5000
2017-01-24,13.3375
2017-01-25,13.2625
2017-01-26,13.3825
2017-01-27,13.4900
2017-01-30,13.5350
2017-01-31,13.5075
2017-02-01,13.4250
2017-02-02,13.3675
2017-02-03,13.2300
