DATE,DEXSDUS
2016-02-09,8.4061
2016-02-10,8.4612
2016-02-11,8.3440
2016-02-12,8.4337
2016-02-15,.
2016-02-16,8.4959
2016-02-17,8.5104
2016-02-18,8.4758
2016-02-19,8.4426
2016-02-22,8.5023
2016-02-23,8.4829
2016-02-24,8.4859
2016-02-25,8.5157
2016-02-26,8.5557
2016-02-29,8.5709
2016-03-01,8.6312
2016-03-02,8.6321
2016-03-03,8.5418
2016-03-04,8.4779
2016-03-07,8.4752
2016-03-08,8.4776
2016-03-09,8.4238
2016-03-10,8.3712
2016-03-11,8.3339
2016-03-14,8.3326
2016-03-15,8.3031
2016-03-16,8.3168
2016-03-17,8.1867
2016-03-18,8.2090
2016-03-21,8.2166
2016-03-22,8.2188
2016-03-23,8.2672
2016-03-24,8.3021
2016-03-25,8.3066
2016-03-28,8.2808
2016-03-29,8.2546
2016-03-30,8.1500
2016-03-31,8.0962
2016-04-01,8.1164
2016-04-04,8.1239
2016-04-05,8.1408
2016-04-06,8.1378
2016-04-07,8.1520
2016-04-08,8.1453
2016-04-11,8.1112
2016-04-12,8.0701
2016-04-13,8.1415
2016-04-14,8.1264
2016-04-15,8.1234
2016-04-18,8.1214
2016-04-19,8.0740
2016-04-20,8.0890
2016-04-21,8.1199
2016-04-22,8.1244
2016-04-25,8.1269
2016-04-26,8.0938
2016-04-27,8.0814
2016-04-28,8.0851
2016-04-29,8.0267
2016-05-02,7.9761
2016-05-03,8.0272
2016-05-04,8.0679
2016-05-05,8.1073
2016-05-06,8.1254
2016-05-09,8.1546
2016-05-10,8.1466
2016-05-11,8.1207
2016-05-12,8.1880
2016-05-13,8.2562
2016-05-16,8.2416
2016-05-17,8.2281
2016-05-18,8.2868
2016-05-19,8.3375
2016-05-20,8.3308
2016-05-23,8.3599
2016-05-24,8.3219
2016-05-25,8.3028
2016-05-26,8.2847
2016-05-27,8.3224
2016-05-30,.
2016-05-31,8.3360
2016-06-01,8.3030
2016-06-02,8.3278
2016-06-03,8.1742
2016-06-06,8.1258
2016-06-07,8.1404
2016-06-08,8.1102
2016-06-09,8.1685
2016-06-10,8.2743
2016-06-13,8.2548
2016-06-14,8.3033
2016-06-15,8.3230
2016-06-16,8.4216
2016-06-17,8.3406
2016-06-20,8.2374
2016-06-21,8.2575
2016-06-22,8.2727
2016-06-23,8.1654
2016-06-24,8.4345
2016-06-27,8.5598
2016-06-28,8.5372
2016-06-29,8.4602
2016-06-30,8.5028
2016-07-01,8.4301
2016-07-04,.
2016-07-05,8.5280
2016-07-06,8.5276
2016-07-07,8.5724
2016-07-08,8.5984
2016-07-11,8.5840
2016-07-12,8.5203
2016-07-13,8.4751
2016-07-14,8.4823
2016-07-15,8.5455
2016-07-18,8.5505
2016-07-19,8.6114
2016-07-20,8.6003
2016-07-21,8.5947
2016-07-22,8.6603
2016-07-25,8.6513
2016-07-26,8.6568
2016-07-27,8.6797
2016-07-28,8.6243
2016-07-29,8.5503
2016-08-01,8.5701
2016-08-02,8.5105
2016-08-03,8.5207
2016-08-04,8.5214
2016-08-05,8.5634
2016-08-08,8.5867
2016-08-09,8.5314
2016-08-10,8.4686
2016-08-11,8.4306
2016-08-12,8.4400
2016-08-15,8.4542
2016-08-16,8.4091
2016-08-17,8.4384
2016-08-18,8.3580
2016-08-19,8.3781
2016-08-22,8.3826
2016-08-23,8.3781
2016-08-24,8.4068
2016-08-25,8.4132
2016-08-26,8.4464
2016-08-29,8.4767
2016-08-30,8.5389
2016-08-31,8.5689
2016-09-01,8.5504
2016-09-02,8.5886
2016-09-05,.
2016-09-06,8.4765
2016-09-07,8.4443
2016-09-08,8.4483
2016-09-09,8.4995
2016-09-12,8.4992
2016-09-13,8.5072
2016-09-14,8.4628
2016-09-15,8.4753
2016-09-16,8.5761
2016-09-19,8.5483
2016-09-20,8.5801
2016-09-21,8.5831
2016-09-22,8.5322
2016-09-23,8.5457
2016-09-26,8.5175
2016-09-27,8.6120
2016-09-28,8.5889
2016-09-29,8.5435
2016-09-30,8.5726
2016-10-03,8.5641
2016-10-04,8.5838
2016-10-05,8.5989
2016-10-06,8.6246
2016-10-07,8.6616
2016-10-10,.
2016-10-11,8.8172
2016-10-12,8.8306
2016-10-13,8.8050
2016-10-14,8.8353
2016-10-17,8.8135
2016-10-18,8.8087
2016-10-19,8.8431
2016-10-20,8.8577
2016-10-21,8.9297
2016-10-24,8.9039
2016-10-25,8.9224
2016-10-26,8.8994
2016-10-27,9.0646
2016-10-28,9.0353
2016-10-31,9.0207
2016-11-01,8.9479
2016-11-02,8.8938
2016-11-03,8.9318
2016-11-04,8.9543
2016-11-07,9.0272
2016-11-08,9.0102
2016-11-09,9.0293
2016-11-10,9.0874
2016-11-11,.
2016-11-14,9.1669
2016-11-15,9.1814
2016-11-16,9.1849
2016-11-17,9.2191
2016-11-18,9.2515
2016-11-21,9.2494
2016-11-22,9.2267
2016-11-23,9.2686
2016-11-24,.
2016-11-25,9.2289
2016-11-28,9.2275
2016-11-29,9.1902
2016-11-30,9.2548
2016-12-01,9.2479
2016-12-02,9.1936
2016-12-05,9.1554
2016-12-06,9.1214
2016-12-07,9.0784
2016-12-08,9.1273
2016-12-09,9.1968
2016-12-12,9.1874
2016-12-13,9.1553
2016-12-14,9.1535
2016-12-15,9.4207
2016-12-16,9.3581
2016-12-19,9.3427
2016-12-20,9.3557
2016-12-21,9.2280
2016-12-22,9.1911
2016-12-23,9.1980
2016-12-26,.
2016-12-27,9.2277
2016-12-28,9.2060
2016-12-29,9.1213
2016-12-30,9.0803
2017-01-02,.
2017-01-03,9.1583
2017-01-04,9.1108
2017-01-05,8.9981
2017-01-06,9.0421
2017-01-09,9.0441
2017-01-10,9.0643
2017-01-11,9.1003
2017-01-12,8.9121
2017-01-13,8.9143
2017-01-16,.
2017-01-17,8.9119
2017-01-18,8.9134
2017-01-19,8.9770
2017-01-20,.
2017-01-23,8.8427
2017-01-24,8.8411
2017-01-25,8.8254
2017-01-26,8.8582
2017-01-27,8.8499
2017-01-30,8.8396
2017-01-31,8.7525
2017-02-01,8.7643
2017-02-02,8.7176
2017-02-03,8.7681
