DATE,DEXDNUS
2016-02-09,6.6047
2016-02-10,6.6512
2016-02-11,6.5691
2016-02-12,6.6437
2016-02-15,.
2016-02-16,6.7007
2016-02-17,6.7001
2016-02-18,6.7271
2016-02-19,6.7070
2016-02-22,6.7725
2016-02-23,6.7742
2016-02-24,6.7707
2016-02-25,6.7671
2016-02-26,6.8234
2016-02-29,6.8632
2016-03-01,6.8759
2016-03-02,6.8768
2016-03-03,6.8132
2016-03-04,6.7768
2016-03-07,6.7825
2016-03-08,6.7664
2016-03-09,6.7691
2016-03-10,6.6841
2016-03-11,6.6726
2016-03-14,6.7142
2016-03-15,6.7113
2016-03-16,6.7322
2016-03-17,6.5856
2016-03-18,6.5999
2016-03-21,6.6191
2016-03-22,6.6378
2016-03-23,6.6700
2016-03-24,6.6785
2016-03-25,6.6769
2016-03-28,6.6515
2016-03-29,6.6533
2016-03-30,6.5769
2016-03-31,6.5425
2016-04-01,6.5424
2016-04-04,6.5353
2016-04-05,6.5338
2016-04-06,6.5125
2016-04-07,6.5344
2016-04-08,6.5234
2016-04-11,6.5231
2016-04-12,6.5317
2016-04-13,6.5978
2016-04-14,6.6059
2016-04-15,6.5871
2016-04-18,6.5721
2016-04-19,6.5429
2016-04-20,6.5679
2016-04-21,6.5841
2016-04-22,6.6203
2016-04-25,6.6009
2016-04-26,6.5747
2016-04-27,6.5735
2016-04-28,6.5724
2016-04-29,6.5059
2016-05-02,6.4625
2016-05-03,6.4662
2016-05-04,6.4764
2016-05-05,6.5241
2016-05-06,6.5133
2016-05-09,6.5246
2016-05-10,6.5350
2016-05-11,6.5011
2016-05-12,6.5372
2016-05-13,6.5856
2016-05-16,6.5658
2016-05-17,6.5602
2016-05-18,6.5947
2016-05-19,6.6311
2016-05-20,6.6351
2016-05-23,6.6443
2016-05-24,6.6723
2016-05-25,6.6665
2016-05-26,6.6499
2016-05-27,6.6757
2016-05-30,.
2016-05-31,6.6788
2016-06-01,6.6630
2016-06-02,6.6675
2016-06-03,6.5670
2016-06-06,6.5509
2016-06-07,6.5507
2016-06-08,6.5222
2016-06-09,6.5621
2016-06-10,6.5903
2016-06-13,6.5904
2016-06-14,6.6328
2016-06-15,6.6156
2016-06-16,6.6639
2016-06-17,6.6053
2016-06-20,6.5698
2016-06-21,6.6023
2016-06-22,6.5922
2016-06-23,6.5449
2016-06-24,6.6849
2016-06-27,6.7453
2016-06-28,6.7290
2016-06-29,6.6908
2016-06-30,6.7208
2016-07-01,6.6757
2016-07-04,.
2016-07-05,6.7149
2016-07-06,6.7172
2016-07-07,6.7253
2016-07-08,6.7403
2016-07-11,6.7333
2016-07-12,6.7172
2016-07-13,6.6937
2016-07-14,6.6958
2016-07-15,6.7255
2016-07-18,6.7159
2016-07-19,6.7532
2016-07-20,6.7590
2016-07-21,6.7528
2016-07-22,6.7815
2016-07-25,6.7758
2016-07-26,6.7735
2016-07-27,6.7709
2016-07-28,6.7041
2016-07-29,6.6596
2016-08-01,6.6557
2016-08-02,6.6257
2016-08-03,6.6583
2016-08-04,6.6793
2016-08-05,6.7112
2016-08-08,6.7129
2016-08-09,6.6939
2016-08-10,6.6587
2016-08-11,6.6603
2016-08-12,6.6591
2016-08-15,6.6430
2016-08-16,6.5989
2016-08-17,6.6058
2016-08-18,6.5659
2016-08-19,6.5699
2016-08-22,6.5786
2016-08-23,6.5828
2016-08-24,6.6142
2016-08-25,6.6028
2016-08-26,6.6255
2016-08-29,6.6571
2016-08-30,6.6755
2016-08-31,6.6764
2016-09-01,6.6476
2016-09-02,6.6678
2016-09-05,.
2016-09-06,6.6223
2016-09-07,6.6239
2016-09-08,6.6117
2016-09-09,6.6368
2016-09-12,6.6284
2016-09-13,6.6203
2016-09-14,6.6040
2016-09-15,6.6200
2016-09-16,6.6744
2016-09-19,6.6648
2016-09-20,6.6724
2016-09-21,6.6772
2016-09-22,6.6390
2016-09-23,6.6427
2016-09-26,6.6117
2016-09-27,6.6483
2016-09-28,6.6540
2016-09-29,6.6274
2016-09-30,6.6249
2016-10-03,6.6401
2016-10-04,6.6359
2016-10-05,6.6460
2016-10-06,6.6691
2016-10-07,6.6693
2016-10-10,.
2016-10-11,6.7268
2016-10-12,6.7531
2016-10-13,6.7387
2016-10-14,6.7726
2016-10-17,6.7652
2016-10-18,6.7658
2016-10-19,6.7859
2016-10-20,6.8036
2016-10-21,6.8453
2016-10-24,6.8314
2016-10-25,6.8296
2016-10-26,6.8141
2016-10-27,6.8214
2016-10-28,6.8027
2016-10-31,6.7900
2016-11-01,6.7359
2016-11-02,6.6914
2016-11-03,6.7059
2016-11-04,6.6890
2016-11-07,6.7414
2016-11-08,6.7445
2016-11-09,6.7950
2016-11-10,6.8389
2016-11-11,.
2016-11-14,6.9422
2016-11-15,6.9408
2016-11-16,6.9557
2016-11-17,6.9833
2016-11-18,7.0193
2016-11-21,7.0208
2016-11-22,7.0058
2016-11-23,7.0451
2016-11-24,.
2016-11-25,7.0221
2016-11-28,7.0341
2016-11-29,7.0013
2016-11-30,7.0335
2016-12-01,6.9958
2016-12-02,6.9733
2016-12-05,6.9368
2016-12-06,6.9405
2016-12-07,6.9140
2016-12-08,7.0011
2016-12-09,7.0542
2016-12-12,7.0117
2016-12-13,6.9922
2016-12-14,6.9777
2016-12-15,7.1648
2016-12-16,7.1096
2016-12-19,7.1167
2016-12-20,7.1549
2016-12-21,7.1317
2016-12-22,7.1122
2016-12-23,7.1138
2016-12-26,.
2016-12-27,7.1098
2016-12-28,7.1550
2016-12-29,7.0888
2016-12-30,7.0462
2017-01-02,.
2017-01-03,7.1376
2017-01-04,7.0963
2017-01-05,7.0138
2017-01-06,7.0398
2017-01-09,7.0291
2017-01-10,7.0313
2017-01-11,7.0801
2017-01-12,6.9700
2017-01-13,6.9977
2017-01-16,.
2017-01-17,6.9532
2017-01-18,6.9614
2017-01-19,6.9955
2017-01-20,.
2017-01-23,6.9233
2017-01-24,6.9177
2017-01-25,6.9214
2017-01-26,6.9694
2017-01-27,6.9568
2017-01-30,6.9629
2017-01-31,6.8894
2017-02-01,6.9140
2017-02-02,6.8850
2017-02-03,6.8919
