DATE,DEXNOUS
2016-02-09,8.5929
2016-02-10,8.5613
2016-02-11,8.5465
2016-02-12,8.5917
2016-02-15,.
2016-02-16,8.6203
2016-02-17,8.5696
2016-02-18,8.5961
2016-02-19,8.5654
2016-02-22,8.5997
2016-02-23,8.5984
2016-02-24,8.6713
2016-02-25,8.6532
2016-02-26,8.6826
2016-02-29,8.6919
2016-03-01,8.6574
2016-03-02,8.7023
2016-03-03,8.5932
2016-03-04,8.5072
2016-03-07,8.4984
2016-03-08,8.5397
2016-03-09,8.5066
2016-03-10,8.5309
2016-03-11,8.3974
2016-03-14,8.4710
2016-03-15,8.5487
2016-03-16,8.5798
2016-03-17,8.3467
2016-03-18,8.3382
2016-03-21,8.3938
2016-03-22,8.4002
2016-03-23,8.4854
2016-03-24,8.4995
2016-03-25,8.4853
2016-03-28,8.4195
2016-03-29,8.4597
2016-03-30,8.3215
2016-03-31,8.2520
2016-04-01,8.3127
2016-04-04,8.3098
2016-04-05,8.3486
2016-04-06,8.2844
2016-04-07,8.3254
2016-04-08,8.2230
2016-04-11,8.1972
2016-04-12,8.1703
2016-04-13,8.2299
2016-04-14,8.2241
2016-04-15,8.2278
2016-04-18,8.2129
2016-04-19,8.1119
2016-04-20,8.1050
2016-04-21,8.1741
2016-04-22,8.2170
2016-04-25,8.1893
2016-04-26,8.1360
2016-04-27,8.1573
2016-04-28,8.1507
2016-04-29,8.0643
2016-05-02,8.0361
2016-05-03,8.0891
2016-05-04,8.1466
2016-05-05,8.1613
2016-05-06,8.1868
2016-05-09,8.2147
2016-05-10,8.2055
2016-05-11,8.1339
2016-05-12,8.1522
2016-05-13,8.2157
2016-05-16,8.1476
2016-05-17,8.1578
2016-05-18,8.2253
2016-05-19,8.3497
2016-05-20,8.3272
2016-05-23,8.3650
2016-05-24,8.3515
2016-05-25,8.3389
2016-05-26,8.2705
2016-05-27,8.3221
2016-05-30,.
2016-05-31,8.3678
2016-06-01,8.3099
2016-06-02,8.3355
2016-06-03,8.2017
2016-06-06,8.1761
2016-06-07,8.1332
2016-06-08,8.1101
2016-06-09,8.1486
2016-06-10,8.2325
2016-06-13,8.2787
2016-06-14,8.3513
2016-06-15,8.3130
2016-06-16,8.4505
2016-06-17,8.3841
2016-06-20,8.2614
2016-06-21,8.3092
2016-06-22,8.2902
2016-06-23,8.1661
2016-06-24,8.4412
2016-06-27,8.5699
2016-06-28,8.5082
2016-06-29,8.3763
2016-06-30,8.3931
2016-07-01,8.3279
2016-07-04,.
2016-07-05,8.4065
2016-07-06,8.4724
2016-07-07,8.4940
2016-07-08,8.5421
2016-07-11,8.4990
2016-07-12,8.4157
2016-07-13,8.4159
2016-07-14,8.3653
2016-07-15,8.4520
2016-07-18,8.4489
2016-07-19,8.5075
2016-07-20,8.4929
2016-07-21,8.4697
2016-07-22,8.5524
2016-07-25,8.5847
2016-07-26,8.5798
2016-07-27,8.5910
2016-07-28,8.5468
2016-07-29,8.4250
2016-08-01,8.4750
2016-08-02,8.4295
2016-08-03,8.4277
2016-08-04,8.4283
2016-08-05,8.4981
2016-08-08,8.4772
2016-08-09,8.3952
2016-08-10,8.2804
2016-08-11,8.2219
2016-08-12,8.1874
2016-08-15,8.2086
2016-08-16,8.1940
2016-08-17,8.2419
2016-08-18,8.1562
2016-08-19,8.2137
2016-08-22,8.2256
2016-08-23,8.2110
2016-08-24,8.2249
2016-08-25,8.2223
2016-08-26,8.2343
2016-08-29,8.2881
2016-08-30,8.3362
2016-08-31,8.3438
2016-09-01,8.3256
2016-09-02,8.3206
2016-09-05,.
2016-09-06,8.1862
2016-09-07,8.1839
2016-09-08,8.1934
2016-09-09,8.2573
2016-09-12,8.2301
2016-09-13,8.2491
2016-09-14,8.2232
2016-09-15,8.2309
2016-09-16,8.3020
2016-09-19,8.2822
2016-09-20,8.2961
2016-09-21,8.2941
2016-09-22,8.1070
2016-09-23,8.1099
2016-09-26,8.0889
2016-09-27,8.1532
2016-09-28,8.0828
2016-09-29,8.0040
2016-09-30,7.9897
2016-10-03,7.9725
2016-10-04,7.9934
2016-10-05,8.0317
2016-10-06,8.0431
2016-10-07,8.1198
2016-10-10,.
2016-10-11,8.1872
2016-10-12,8.2290
2016-10-13,8.1870
2016-10-14,8.2257
2016-10-17,8.1820
2016-10-18,8.1468
2016-10-19,8.1423
2016-10-20,8.1841
2016-10-21,8.2636
2016-10-24,8.2463
2016-10-25,8.2593
2016-10-26,8.2620
2016-10-27,8.2536
2016-10-28,8.2647
2016-10-31,8.2501
2016-11-01,8.1986
2016-11-02,8.1826
2016-11-03,8.1660
2016-11-04,8.1751
2016-11-07,8.2355
2016-11-08,8.2277
2016-11-09,8.2885
2016-11-10,8.3883
2016-11-11,.
2016-11-14,8.4973
2016-11-15,8.4359
2016-11-16,8.4915
2016-11-17,8.5061
2016-11-18,8.5850
2016-11-21,8.5630
2016-11-22,8.5354
2016-11-23,8.6025
2016-11-24,.
2016-11-25,8.5757
2016-11-28,8.5702
2016-11-29,8.5460
2016-11-30,8.5223
2016-12-01,8.4446
2016-12-02,8.4152
2016-12-05,8.3801
2016-12-06,8.3907
2016-12-07,8.3641
2016-12-08,8.4326
2016-12-09,8.5199
2016-12-12,8.4506
2016-12-13,8.4178
2016-12-14,8.4628
2016-12-15,8.6916
2016-12-16,8.6706
2016-12-19,8.6555
2016-12-20,8.6995
2016-12-21,8.6671
2016-12-22,8.7014
2016-12-23,8.7043
2016-12-26,.
2016-12-27,8.7092
2016-12-28,8.7485
2016-12-29,8.6598
2016-12-30,8.6107
2017-01-02,.
2017-01-03,8.6489
2017-01-04,8.5925
2017-01-05,8.4944
2017-01-06,8.5193
2017-01-09,8.5454
2017-01-10,8.5949
2017-01-11,8.6240
2017-01-12,8.4988
2017-01-13,8.5060
2017-01-16,.
2017-01-17,8.4667
2017-01-18,8.4536
2017-01-19,8.4648
2017-01-20,.
2017-01-23,8.3693
2017-01-24,8.3274
2017-01-25,8.3213
2017-01-26,8.3583
2017-01-27,8.3346
2017-01-30,8.3181
2017-01-31,8.2444
2017-02-01,8.2492
2017-02-02,8.2157
2017-02-03,8.2061
